tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
darlington applauds the clapfornhs clapforourcarers clapforcarers covid2019 covid19uk uklockdown,0.0,0.0,0.0,0.0,0.0
south africa lockdown - no alcohol no dog walking that’s tough we’re very fortunate so dont abuse it 😔 staysafe stayhome uklockdown,0.5,0.0,0.0,0.0,0.5
coronavirus live updates: police warned over new uk lockdown powers,0.0,0.5,0.0,0.0,0.5
i’ve actual given up looking at the time and tryna figure out what day it is like does it actually matter anymore these 4 lonely walls have changed the way i feel where else can i go thelockdown lgbtquarantine uklockdown,0.17,0.17,0.17,0.17,0.33
[xbox] [uk] [lockdown] - cod:mw - warzone going for affiliate please pop by and say hi smallstreamercommunity smallstreamer twitchtv thanks,0.0,0.0,0.33,0.33,0.33
the clocks go forward tomorrow i’m already confused about what day / time of day / week / month it is and this is not going to help uklockdown,0.4,0.0,0.2,0.0,0.4
torries have always loved nhs they would never vote against a pay oh wait never mind nhs uklockdown,0.2,0.0,0.4,0.2,0.2
stationery design businesscarddesign businesscard poster flyer logos graphicdesigner freelncer fiverr pakistan pakarmy america uklockdown sideeffectsofquarantinelife coronainpakistan stopnegativityagainstsrk whencoronavirusisover,0.0,0.0,0.5,0.0,0.5
we're live day 3 of the uk lockdown late night vibing sesh,0.5,0.0,0.0,0.5,0.0
i really do hope after these troubled times ends people come out of this with a more compassionate view unfortunately i doubt it covid19 uklockdown,0.14,0.0,0.14,0.29,0.43
philippa has real problems coronavirus uklockdown coronavirusuk,0.0,0.0,0.0,0.5,0.5
uk lockdown to cut coronavirus death toll by 254 000 experts say --- news suite,0.0,0.0,0.5,0.0,0.5
stumbled across this found it very moving and poignant for the nhs not everyone wears a cape nhsheros nhsnightingale covid_19 uklockdown,0.0,0.0,0.0,0.0,0.0
when you are playing the professorknow / game with the family but you’re still maintaining social distancing it’s not losing it’s being responsible stayhomesavelives uklockdown socialdistanacing googlegame,0.0,0.0,0.2,0.2,0.6
good morning 😁 it feels like a sunday every day now uklockdown 😷 stay safe 🤞🏻⛑🤞🏻,0.67,0.33,0.0,0.0,0.0
so i've become that person who sits and eats a loaf of bread uklockdown isolationlife stayathome,0.0,0.0,0.0,0.0,1.0
day 6 almost a week into this and already it's boring i don't know how we are supposed to last months,0.25,0.0,0.0,0.5,0.25
how long will the uk lockdown last pm tells brits to stay indoors,0.0,0.33,0.0,0.33,0.33
after seeing the country torn in two amid brexit it is so nice to see how quickly we can become united again difference in opinions same hearts uklockdown nhs,0.25,0.0,0.0,0.75,0.0
day 7 of uklockdown my wife just announced that my hair looks like a broccoli then promptly burst out laughing 🥦🤷‍♀️ it's going to be a long road 😬 quarantine quarantinelife lockdownuk thelockdown coronavirus,0.2,0.0,0.2,0.2,0.4
so i’ve just rewatched a year in the life and my crush on mattczuchry is in full swing again ❤️ teamlogan all the way gilmoregirls ggayearinthelife bingewatching stayhome stayhomesavelives uklockdown,0.0,0.0,0.0,0.0,1.0
honestly uk lockdown and animal crossing has actually made me more sociable people are so kind,0.25,0.25,0.25,0.25,0.0
sending love to everyone who might need it the first week of uk lockdown is nearly at an end if you're struggling don't forget that this isn't forever just think how much you will treasure hugs in the future sundaythoughts missinghugs,0.17,0.33,0.33,0.0,0.17
we shall overtake s korea but then should aim to be below 3 day trajectory looking at un nos flattenthecurve covid19 uklockdown stayathomesavelives,0.5,0.0,0.5,0.0,0.0
self-employed can carry on working and receive up to £7 5k free in june all under uklockdown say wtf tube and country still full of non-essential self employed spreading the virus dropped the ball,0.12,0.0,0.25,0.12,0.5
the uk coming together to show the nhs solidarity by clapping london uklockdown covid2019,0.0,0.0,0.5,0.5,0.0
uk lockdown must be lifted gradually could last six months - medical official - reuters via - crnews,0.0,0.0,0.0,0.0,0.0
enjoying night drive radio from incredible beer would be quite happy to have this everyday throughout the uklockdown,0.33,0.0,0.17,0.0,0.5
colin is insta famous insta instagram follow colin rats ratsofinstagram animalfarmadventurepark animalfarm live somerset bristol brean uk lockdown closedbutstillcaring animalcare @ animal farm…,0.0,0.0,0.0,0.0,0.0
homeschooling in isolation: uk lockdown day 7,0.5,0.0,0.0,0.5,0.0
i ventured out to report live from the streets of central london today first time since the uklockdown began weird to see what appeared to be tourists still wondering around taking photos at trafalgarsquare coronaviruslockdownuk,0.0,0.0,0.57,0.29,0.14
just dropped 'band on the run' on alexa while having tea bad choice 'stuck inside these four walls stuck inside forever never seeing no one nice again ' uklockdown,0.2,0.4,0.0,0.2,0.2
with all these musicals going up on streaming’s sites is their any recordings of loserville we can watch need to keep sane and outplayed my son of dork soundtrack uklockdown loserville michaeldork,0.0,0.0,0.5,0.0,0.5
new post (service during uk lockdown) has been published on quality matters ltd -,0.0,0.0,0.0,0.0,1.0
day six: boredom busters | round up of articles and activities from the web | uk lockdown | covid-19,0.5,0.0,0.0,0.0,0.5
i only returned to uklockdown yesterday and am currently in bed eating tinned mandarin segments with a fork expecting total breakdown of social etiquette within 2-3 days covid_19,0.4,0.0,0.0,0.0,0.6
if you are had plans to move house in the next few weeks this is now likely to not happen and we understand that this can be a worrying time so here is some useful guidance around this movinghouse uklockdown covid19,0.0,0.0,0.0,0.5,0.5
globalshutdown uk lockdown could last for six months could this be an indication for the rest of the world,0.0,0.0,0.0,0.0,0.0
picture was taken from last week before the uk lockdown as you can see from this news article written on 21 march i understand the racist agenda but please don’t be like the fake news media,0.0,0.0,0.33,0.67,0.0
end of an era we’re doing our bit to help the qots live on and fuselage sections ‘in stock’ and ready to polish with other boeing747 pieces ready to ship (*subject to uklockdown ),0.5,0.0,0.25,0.0,0.25
a q&amp;a with gracie who has been in self-isolation since before the uklockdown she gives advice for the rest of us and her thoughts about the situation,0.0,0.0,0.0,0.0,1.0
a friend of mine took this picture outside the back door of boots in exeter high street there's no justification to throw this amounts of food in this time of need also not very environmentally friendly shame on you boots bootsuk selfish wasteful uklockdown,0.4,0.0,0.2,0.2,0.2
how south korea became the ‘model’ for beating the coronavirus via they contained covid19 by strict testing everyone wearing n95 masks app warning infected area virus under contol uklockdown swamped viruswatchuk,0.0,0.2,0.2,0.2,0.4
so the uk lockdown is gonna continue until june,0.0,0.0,0.0,0.0,0.0
remember back in the day when you could just walk into a shop and buy a fresh pastry without having to queue for 45 minutes cor i'm still young enough to remember (day 17 of self-isolating) coronavirus covid19 coronapandemic coronaviruscrisis uklockdown,0.67,0.0,0.33,0.0,0.0
so essential or none essential regards what we provide getting increasingly harder to justify production in these uncertain times ahead greater clarification needs to be clear uklockdown ukgoverment 🙏 manufacturing,0.2,0.0,0.2,0.4,0.2
me- i just want a nice boyfriend world - okay :) me- starts talking to the nicest guy world - *world pandemic* *uk lockdown*,1.0,0.0,0.0,0.0,0.0
ukcatkiller is still out there even with uklockdown,0.0,0.0,0.0,0.0,0.0
(if all of this is actually happening he’s saying) i agree with george osborne - fuck me this is weird 🤭 day4 uklockdown covid19uk,0.33,0.0,0.67,0.0,0.0
hey would you be allowed to deliver my sofas if i gave you a list of groceries to go with it surely that will constitute an “essential” delivery 😆 i only planned on going one week without a sofa in my new house uklockdown covid19,0.0,0.0,0.25,0.0,0.75
here's a happy cactus to make you smile 3dprinting uklockdown,0.67,0.0,0.0,0.33,0.0
fancy a free month on your mobile use this link to sign-up with sma p s i get one too ukmobile uklockdown mobiledata,0.5,0.0,0.5,0.0,0.0
isolation of a self-confessed introvert well day 2 got off to a slightly rockier start hope everyone else is passing the time with fewer incidents isolation uklockdown,0.25,0.0,0.0,0.5,0.25
i suppose this workfromhome lark ain't all bad sunny uklockdown workingfromhome friday southampton editor freelance lgbtq 🌈 lesbian instagood picaday picoftheday @ eastleigh,0.33,0.0,0.0,0.33,0.33
uklockdown more activities,0.0,0.0,0.0,0.0,0.0
worst thing bout corona defo has to be all the people doing these instagram photo challenges on their stories cause they’re bored uklockdown,0.0,0.0,0.2,0.6,0.2
exactly the uk lockdown is driven by histeria appeasing the masses those wanting funding for the nhs and personal gain i see the ventilator order was cancelled too,0.0,0.25,0.0,0.0,0.75
petrified of having these incompetents in charge uklockdown,1.0,0.0,0.0,0.0,0.0
fancy a meander through some off-the-beaten-tracks of york let me take you for a little walk as i take my daily outdoor exercise :) uklockdown lockdown coronavirus covid19 via,0.0,0.0,0.33,0.67,0.0
boris has coronavirus - will this change anything in terms of strategy brexitbeforebreathing lockdownuk uklockdown,0.0,0.0,0.0,0.0,1.0
please listen to this impo interview with david 👁cke go to 1 hour 6 minutes maga maga45 maga2020 maga2020landslide globalists covid19 coronavirus uklockdown auspol hungergames,0.0,0.0,0.0,1.0,0.0
human the paperwork is mine now catsofinstagram cats workingfromhome uklockdown,0.0,0.0,0.0,0.0,0.0
et al need to be held accountable for this monumental fuck up holdthemtoaccount donttestdonttell uklockdown ukgoverment coronavillains,0.5,0.0,0.5,0.0,0.0
jenny harries revealed that some but not all draconian measures currently in place could be imposed until september reports revealed uklockdown,0.0,0.0,0.5,0.0,0.5
are specialist dutch vhs tapes still being delivered to the uk during uklockdown asking for a friend cabinfever stayathome,0.33,0.33,0.0,0.0,0.33
this has just occurred to me are we going to miss mcdonalds monopoly due to this lockdown 😩😩 uklockdown covid19 coronavirus monopoly,0.0,0.0,0.0,0.5,0.5
coronavirus: uk lockdown last for up to 6 months with on-the-spot fines - business insider - business insider,0.0,0.0,0.0,0.0,1.0
"tonight me and the fam did a ""pub night out at home"" delightful food quiet ambience and good service would 100% reccommend 👌😊 stayhome uklockdown coronalockdown",0.4,0.0,0.0,0.4,0.2
self-employed to get 80% of average monthly profits paid by uk government 🇬🇧😷 uklockdown ukselfemployed sunak,0.0,0.0,0.0,0.0,1.0
seems the articles on coronavirus are free to read atm good reading here coronavirus uklockdown stayhomestaysafe,0.5,0.0,0.0,0.25,0.25
have we ordered some of these covid19 coronavirusuk lockdown uklockdown,0.0,0.0,0.0,0.0,0.0
day 7 of uklockdown sat in the garden burning my old shed as you do look after yourself people what can you see in the flames uk staysafe,0.33,0.33,0.0,0.33,0.0
uk lockdown: the new measures in full,0.0,0.0,0.0,0.0,0.0
a little nostalgia on a pleasant evening uklockdown twitchaffiliate ps4live (sonic forces) live at,0.5,0.0,0.0,0.0,0.5
the hospital declared the critical incident on 20th march prior to the uk lockdown,0.0,0.0,0.0,0.0,1.0
uk lockdown till june,0.0,0.0,0.0,0.0,0.0
day 5 | lockdown 🔒 take up a hobby sing chow mein &amp; pork balls 🤣🍜 uklockdown selfisolationtips,1.0,0.0,0.0,0.0,0.0
"note to self: playing ""joe's garage"" by frank zappa is not an album i should be playing loud when my son is home from school kinda forgot how nsfw it was 🤨😱 uklockdown",0.0,0.17,0.0,0.17,0.67
